DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;CLASE;ESC;MES;DPTO;fex_c_2011
4652870;1;1;1;10;1;1;10;1989;28;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;1797,96804736017
4652870;1;2;1;10;2;2;6;1985;33;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;1797,96804736017
4652870;1;3;1;10;1;1;3;2008;10;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;06;52;1797,96804736017
4652871;1;1;1;10;1;2;3;1978;40;1;4;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;52;2193,27619403595
4652871;1;2;1;10;2;2;11;1997;20;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;2193,27619403595
4652871;1;3;1;10;3;2;3;1994;24;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;2193,27619403595
4652871;1;4;1;10;3;1;12;2010;7;4; ;2; ;1;3; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;06;52;2193,27619403595
4652872;1;1;1;10;1;1;6;1961;57;1;3;3; ;2; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;52;1233,1912872241
4652872;1;2;1;10;2;2;3;1964;54;2;3;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;52;1233,1912872241
4652872;1;3;1;10;3;1;10;1997;20;3;1;1;1;1;2;1;4;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;06;52;1233,1912872241
4652872;1;4;1;10;4;2;12;1992;25;5;1;2; ;2; ;1;3;2;1;24; ; ; ;2;1;2; ;5;11;2; ;2;11;06;52;1233,1912872241
4652872;1;5;1;10;3;2;12;2017;0;4; ;1;3;1;4; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;52;1233,1912872241
4652873;1;1;1;10;1;1;9;1962;55;1;3;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;52;992,233922770367
4652873;1;2;1;10;2;2;10;1974;43;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;2;2; ;3;1; ; ;2;1;06;52;992,233922770367
4652873;1;3;1;10;3;1;5;2003;15;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;992,233922770367
4652873;1;4;1;10;4;2;7;1925;92;5;6;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;52;992,233922770367
4652874;1;1;1;10;1;1;6;1947;71;1;3;3; ;3; ;1;2;1; ; ;1;5; ;2;1;2; ;3;2; ; ;2;2;06;52;1225,67429514849
4652874;1;2;1;10;2;2;1;1951;67;2;3;3; ;3; ;1;1;1; ; ;1;1;30000;2;1;2; ;3;3; ; ;2;3;06;52;1225,67429514849
4652874;1;3;1;10;3;1;2;1985;33;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;1225,67429514849
4652875;1;1;1;10;1;1;6;1959;59;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;52;1168,8894196208
4652875;1;2;1;10;2;2;4;1963;55;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;2;2; ;3;1; ; ;2;1;06;52;1168,8894196208
4652876;1;1;1;10;1;1;12;1982;35;1;6;2; ;1;3; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;52;1245,49339505055
4652876;1;2;1;10;2;2;8;1980;37;5;6;2; ;1;3; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;1245,49339505055
4652876;1;3;1;10;2;2;3;1944;74;5;4;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;52;1245,49339505055
4652877;1;1;1;10;1;1;6;1986;32;1;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;06;52;2041,25272106842
4652878;1;1;1;10;1;1;2;1978;40;1;3;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;1822,83129030307
4652878;1;2;1;10;2;2;11;1982;35;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;1822,83129030307
4652878;1;3;1;10;2;1;5;2001;17;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;06;52;1822,83129030307
4652878;1;4;1;10;2;1;4;2014;4;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;52;1822,83129030307
4652878;1;5;1;10;2;1;4;2014;4;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;52;1822,83129030307
4652879;1;1;1;10;1;1;8;1968;49;1;3;3; ;2; ;1;2;1; ; ;2;1;98;2;1;2; ;6;5;4; ;2;16;06;52;1377,10866538087
4652879;1;2;1;10;2;2;5;1967;51;2;3;3; ;2; ;1;1;1; ; ;2;1;98;2;1;2; ;6;5;4; ;2;16;06;52;1377,10866538087
4652880;1;1;1;10;1;1;3;1987;31;1;2;2; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;52;1377,10866538087
4652880;1;2;1;10;2;2;12;1991;26;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;1377,10866538087
4652881;1;1;1;10;1;1;5;1965;53;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;2694,86824955663
4652881;1;2;1;10;2;2;10;1973;44;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;2694,86824955663
4652881;1;3;1;10;3;1;10;1990;27;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;2694,86824955663
4652881;1;4;1;10;4;1;10;1998;19;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;2694,86824955663
4652881;1;5;1;10;2;2;10;2013;4;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;52;2694,86824955663
4652882;1;1;1;10;1;2;5;1986;32;1;3;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;2659,91600487676
4652882;1;2;1;10;2;1;9;1983;34;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;52;2659,91600487676
4652882;1;3;1;10;1;2;7;2005;12;3;6;1;2;1;1; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;06;52;2659,91600487676
4652882;1;4;1;10;1;2;8;2008;9;3; ;1;2;1;1; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;06;52;2659,91600487676
4652882;1;5;1;10;1;1;9;2011;6;3; ;1;2;1;1; ; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;2;0;06;52;2659,91600487676
4652883;1;1;1;10;1;1;7;1987;30;1;3;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;1810,39966883162
4652883;1;2;1;10;2;2;11;1991;26;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;06;52;1810,39966883162
4652883;1;3;1;10;2;1;6;2007;11;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;06;52;1810,39966883162
4652883;1;4;1;10;2;1;10;2015;2;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;52;1810,39966883162
4652884;1;1;1;10;1;1;12;1976;41;1;3;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;52;1810,39966883162
4652884;1;2;1;10;2;2;12;1973;44;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;52;1810,39966883162
4652884;1;3;1;10;3;1;5;1999;19;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;1810,39966883162
4652884;1;4;1;10;2;1;9;2010;7;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;2;0;06;52;1810,39966883162
4652885;1;1;1;10;1;1;2;1954;64;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;52;1168,8894196208
4652885;1;2;1;10;2;2;12;1947;70;2;3;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;06;52;1168,8894196208
4652886;1;1;1;10;1;2;11;1987;30;1;4;2; ;2; ; ; ;1; ; ;3; ; ;1;1;2; ;6;1;3; ;2;12;06;52;2162,04255381178
4652886;1;2;1;10;2;1;9;2004;13;3;6;3; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;06;52;2162,04255381178
4652886;1;3;1;10;1;1;3;2007;11;3;6;3; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;06;52;2162,04255381178
4652887;1;1;1;10;1;1;8;1951;66;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;52;1168,8894196208
4652887;1;2;1;10;2;2;12;1935;82;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;52;1168,8894196208
4652888;1;1;1;10;1;1;10;1937;80;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;06;52;1168,8894196208
4652888;1;2;1;10;2;2;8;1939;78;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;52;1168,8894196208
4652889;1;1;1;10;1;1;6;1943;75;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;52;1589,7488016001
4652889;1;2;1;10;2;2;12;1948;69;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;52;1589,7488016001
4652889;1;3;1;10;2;1;6;2004;14;4;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;1589,7488016001
4652890;1;1;1;10;1;2;12;1995;22;1;4;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;06;52;2427,15985836784
4652890;1;2;1;10;1;1;1;2015;3;3; ;2; ;1;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;52;2427,15985836784
4652891;1;1;1;10;1;1;5;1980;38;1;3;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;1401,97190832377
4652891;1;2;1;10;2;2;10;1979;38;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;1401,97190832377
4652891;1;3;1;10;1;1;9;2008;9;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;06;52;1401,97190832377
4652891;1;4;1;10;1;1;10;2013;4;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;52;1401,97190832377
4652892;1;1;1;10;1;1;11;1975;42;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;3500,03133154553
4652892;1;2;1;10;2;2;7;1981;36;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;3500,03133154553
4652892;1;3;1;10;2;2;10;2005;12;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;06;52;3500,03133154553
4652892;1;4;1;10;2;2;7;2010;7;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;06;52;3500,03133154553
4652892;1;5;1;10;2;1;10;2013;4;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;52;3500,03133154553
4652892;1;6;1;10;2;2;8;2015;2;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;52;3500,03133154553
4652893;1;1;1;10;1;2;12;1987;30;1;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;06;52;992,233922770367
4652893;1;2;1;10;1;2;10;1979;38;5;6;2; ;2; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;52;992,233922770367
4652894;1;1;1;10;1;2;6;1960;58;1;3;2; ;3; ;2; ;1; ; ;1;1;98;2;1;2; ;5;11;2; ;2;11;06;52;1909,6374507381
4652894;1;2;1;10;2;1;7;1979;38;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;1909,6374507381
4652895;1;1;1;10;1;2;7;1993;24;1;2;2; ;2; ;2; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;2414,72823689639
4652896;1;1;1;10;1;1;10;1978;39;1;3;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;2228,22843871582
4652896;1;2;1;10;2;2;1;1986;32;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;2228,22843871582
4652896;1;3;1;10;3;1;3;2001;17;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;06;52;2228,22843871582
4652896;1;4;1;10;2;2;4;2008;10;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;06;52;2228,22843871582
4652943;1;1;1;10;1;2;10;1972;45;1;6;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;6;2;3; ;2;13;06;52;1498,0029563566
4652943;1;2;1;10;2;2;12;1994;23;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;6;3;2;2;2;14;06;52;1498,0029563566
4652943;1;3;1;10;1;1;10;1953;64;5;6;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;1498,0029563566
4652943;1;4;1;10;4;1;12;1970;47;5;4;3; ;3; ; ; ;1; ; ;1;1;98;2;1;2; ;6;1;3; ;2;12;06;52;1498,0029563566
4652944;1;1;1;10;1;2;1;1965;53;1;4;2; ;2; ; ; ;2;1;84; ; ; ;1;1;2; ;3;5; ; ;2;5;06;52;1469,32910877956
4652944;1;2;1;10;2;2;10;1991;26;3;1;2; ;1;1;1;3;1; ; ;3; ; ;2;1;2; ;6;4;3; ;2;15;06;52;1469,32910877956
4652944;1;3;1;10;3;1;11;1993;24;5;1;2; ;2; ;1;2;1; ; ;1;1;98;2;1;2; ;6;1;3; ;2;12;06;52;1469,32910877956
4652944;1;4;1;10;2;1;3;2017;1;4; ;1;3;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;52;1469,32910877956
4652944;1;5;1;10;2;1;5;2018;0;4; ;1;3;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;52;1469,32910877956
4652945;1;1;1;10;1;1;5;1972;46;1;2;2; ;2; ;1;2;1; ; ;1;1;98;2;1;2; ;3;5; ; ;2;5;06;52;2410,03201732753
4652945;1;2;1;10;2;2;11;1974;43;2;2;2; ;2; ;1;1;1; ; ;1;1;98;2;1;2; ;4;7; ; ;2;7;06;52;2410,03201732753
4652945;1;3;1;10;3;2;3;1997;21;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;6;4;2;2;2;15;06;52;2410,03201732753
4652946;1;1;1;10;1;2;3;1959;59;1;6;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;52;2470,68190804809
4652947;1;1;1;10;1;1;2;1979;39;1;3;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;2397,49626348812
4652947;1;2;1;10;2;2;12;1979;38;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;2397,49626348812
4652947;1;3;1;10;2;1;9;2002;15;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;06;52;2397,49626348812
4652948;1;1;1;10;1;2;1;1969;49;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;52;1323,09199033924
4652948;1;2;1;10;2;1;7;1964;54;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;1323,09199033924
4652948;1;3;1;10;3;2;1;1991;27;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;1323,09199033924
4652948;1;4;1;10;3;1;8;2010;7;4; ;2; ;1;3; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;06;52;1323,09199033924
4652949;1;1;1;10;1;2;4;1972;46;1;5;3; ;2; ; ; ;1; ; ;1;2;65000;2;1;2; ;5;11;2; ;2;11;06;52;2895,50631156241
4652949;1;2;1;10;2;1;11;1993;24;3;6;3; ;1;1; ; ;1; ; ;3; ; ;2;1;1;2;6;4;2;2;2;15;06;52;2895,50631156241
4652949;1;3;1;10;1;2;2;2004;14;3;6;3; ;1;1; ; ;1; ; ;1;2;65000;2;1;1;1;4;8; ; ;2;8;06;52;2895,50631156241
4652950;1;1;1;10;1;1;1;1974;44;1;2;1;6;2; ;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;2075,77382570069
4652950;1;2;1;10;2;2;9;1986;31;2;2;2; ;2; ;1;1;1; ; ;1;3;85000;2;1;2; ;6;5;4; ;2;16;06;52;2075,77382570069
4652950;1;3;1;10;3;1;1;1995;23;3;6;1;1;2; ; ; ;1; ; ;3; ; ;2;1;1;2;6;3;2;2;2;14;06;52;2075,77382570069
4652950;1;4;1;10;4;2;1;2002;16;3;6;1;1;2; ; ; ;1; ; ;3; ; ;2;1;1;2;4;8; ; ;2;8;06;52;2075,77382570069
4652950;1;5;1;10;2;1;9;2012;5;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2;2;1;2;2;0; ; ;2;0;06;52;2075,77382570069
4652950;1;6;1;10;1;1;2;1948;70;5;4;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;52;2075,77382570069
4652951;1;1;1;10;1;1;1;1940;78;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;1323,09199033924
4652951;1;2;1;10;2;2;3;1944;74;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;52;1323,09199033924
4652951;1;3;1;10;3;2;12;1975;42;3;4;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;1323,09199033924
4652951;1;4;1;10;4;2;9;2000;17;4;6;2; ;1;3; ; ;1; ; ;3; ; ;2;1;1;1;6;2;3; ;2;13;06;52;1323,09199033924
4652955;1;1;1;10;1;2;4;1969;49;1;4;3; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;06;54;652,923946339441
4652956;1;1;1;10;1;2;8;1941;76;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;54;730,968308503047
4652956;1;2;1;10;2;1;10;1974;43;3;4;3; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;54;730,968308503047
4652956;1;3;1;10;3;1;6;1946;72;9;4;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;54;730,968308503047
4652957;1;1;1;10;1;1;11;1971;46;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;06;54;798,494258226653
4652957;1;2;1;10;2;2;10;1978;39;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;6;2;3; ;2;13;06;54;798,494258226653
4652958;1;1;1;10;1;2;3;1962;56;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;54;862,272003692401
4652958;1;2;1;10;2;1;7;1967;50;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;54;862,272003692401
4652959;1;1;1;10;1;1;12;1985;32;1;2;2; ;2; ;1;2;2;2; ; ; ; ;2;1;2; ;4;6; ; ;2;6;06;54;798,494258226653
4652959;1;2;1;10;2;2;12;1981;36;2;2;3; ;2; ;1;1;2;2; ; ; ; ;2;1;2; ;5;11;2; ;2;11;06;54;798,494258226653
4652960;1;1;1;10;1;1;7;1980;37;1;4;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;54;1470,96262406421
4652961;1;1;1;10;1;1;2;1956;62;1;4;3; ;2; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;54;1499,59561430731
4652961;1;2;1;10;2;1;3;1995;23;3;6;1;1;2; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;54;1499,59561430731
4652961;1;3;1;10;3;2;10;1989;28;3;2;1;1;2; ;1;4;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;54;1499,59561430731
4652961;1;4;1;10;4;1;8;1988;29;5;2;2; ;2; ;1;3;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;06;54;1499,59561430731
4652961;1;5;1;10;3;2;10;2012;5;4; ;1;4;1;3; ; ;1; ; ;3; ; ;2;2;2; ;2;0; ; ;2;0;06;54;1499,59561430731
4652961;1;6;1;10;3;2;4;2018;0;4; ;1;4;1;3; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;54;1499,59561430731
4652962;1;1;1;10;1;1;9;1964;53;1;3;3; ;3; ;1;2;1; ; ;1;3;93000;2;1;2; ;5;11;2; ;2;11;06;54;1207,0008292206
4652962;1;2;1;10;2;2;5;1968;50;2;3;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;54;1207,0008292206
4652962;1;3;1;10;3;2;2;1990;28;3;2;1;1;1;2;1;4;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;54;1207,0008292206
4652962;1;4;1;10;3;1;4;1989;29;5;2;2; ;2; ;1;3;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;54;1207,0008292206
4652962;1;5;1;10;3;2;1;2010;8;4; ;1;4;1;3; ; ;1; ; ;3; ; ;2;1;1;2;3;2; ; ;2;2;06;54;1207,0008292206
4652962;1;6;1;10;3;1;7;2014;3;4; ;1;4;1;3; ; ;1; ; ;3; ; ;2;2;1;2;2;0; ; ;2;0;06;54;1207,0008292206
4652962;1;7;1;10;3;1;3;2016;2;4; ;1;4;1;3; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;54;1207,0008292206
4652963;1;1;1;10;2;1;1;1987;31;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;06;54;1532,98239526868
4652963;1;2;1;10;2;2;2;1992;26;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;10;1; ;2;10;06;54;1532,98239526868
4652963;1;3;1;10;2;1;8;2012;5;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;06;54;1532,98239526868
4652963;1;4;1;10;2;1;2;2015;3;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;54;1532,98239526868
4653030;1;1;1;10;1;1;10;1966;51;1;3;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;54;543,089727832096
4653030;1;2;1;10;2;2;2;1973;45;2;3;2; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;54;543,089727832096
4653031;1;1;1;10;1;1;8;1943;74;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;54;444,081199907504
4653031;1;2;1;10;2;2;8;1945;72;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;54;444,081199907504
4653031;1;3;1;10;3;2;12;1974;43;3;4;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;54;444,081199907504
4653031;1;4;1;10;3;1;8;2002;15;4;6;2; ;1;3; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;9;06;54;444,081199907504
4653031;1;5;1;10;5;2;4;2008;10;4;6;2; ;1;3; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;06;54;444,081199907504
4653032;1;1;1;10;1;2;3;1981;37;1;2;2; ;2; ;2; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;54;624,654807314617
4653032;1;2;1;10;2;2;10;2003;14;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;06;54;624,654807314617
4653033;1;1;1;10;1;1;3;1959;59;1;3;2; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;54;578,727552009811
4653033;1;2;1;10;2;2;11;1959;58;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;54;578,727552009811
4653033;1;3;1;10;3;2;6;1994;24;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;54;578,727552009811
4653035;1;1;1;10;1;1;2;1970;48;1;3;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;6;4;3; ;2;15;06;54;1375,82883864453
4653035;1;2;1;10;2;2;7;1972;45;2;3;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;6;5;4; ;2;16;06;54;1375,82883864453
4653035;1;3;1;10;3;1;12;2000;17;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;06;54;1375,82883864453
4653035;1;4;1;10;4;1;7;2002;15;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;9;06;54;1375,82883864453
4653035;1;5;1;10;5;2;9;2004;13;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;06;54;1375,82883864453
4653036;1;1;1;10;1;2;3;1933;85;1;6;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;54;474,166156328132
4653037;1;1;1;10;1;1;12;1993;24;1;2;2; ;2; ;1;2;2;2; ; ; ; ;2;1;2; ;4;6; ; ;2;6;06;54;1776,32479963002
4653037;1;2;1;10;2;2;5;1992;26;2;2;3; ;3; ;1;1;2;2; ; ; ; ;2;1;2; ;3;4; ; ;2;4;06;54;1776,32479963002
