DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;CLASE;ESC;MES;DPTO;fex_c_2011
4652810;1;2;1;10;2;2;3;1972;46;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;52;1411,6673584475
4652810;1;3;1;10;2;2;5;2012;6;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;06;52;1411,6673584475
4652810;1;4;1;10;4;1;5;1940;78;5;5;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;1411,6673584475
4652811;1;1;1;10;1;2;6;1954;64;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;52;1705,91424384048
4652812;1;1;1;10;1;1;12;1968;49;1;3;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;52;1664,03774321507
4652812;1;2;1;10;2;2;1;1964;54;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;52;1664,03774321507
4652812;1;3;1;10;3;2;4;2002;16;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;06;52;1664,03774321507
4652813;1;1;1;10;1;1;5;1984;34;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;2814,88055867748
4652813;1;2;1;10;2;2;4;1991;27;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;2814,88055867748
4652813;1;3;1;10;1;2;11;2014;3;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;52;2814,88055867748
4652813;1;4;1;10;1;2;6;2017;1;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;52;2814,88055867748
4652814;1;1;1;10;2;2; ; ;48;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;52;1267,8986547662
4652814;1;2;1;10;2;1;5;1990;28;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;1267,8986547662
4652815;1;1;1;10;1;2;9;1985;32;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;1675,48348931809
4652815;1;2;1;10;2;1;10;1989;28;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;1675,48348931809
4652815;1;3;1;10;1;2;8;2004;13;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;06;52;1675,48348931809
4652815;1;4;1;10;1;1;8;2014;3;3; ;1;2;1;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;52;1675,48348931809
4652816;1;1;1;10;1;1;6;1987;31;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;06;52;3241,25261817146
4652816;1;2;1;10;2;2;10;1988;29;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;52;3241,25261817146
4652816;1;3;1;10;2;2;5;2007;11;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;06;52;3241,25261817146
4652816;1;4;1;10;2;1;5;2010;8;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;06;52;3241,25261817146
4652816;1;5;1;10;2;2;7;2012;5;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;06;52;3241,25261817146
4652816;1;6;1;10;6;2;11;1998;19;5;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;06;52;3241,25261817146
4652816;1;7;1;10;7;2;3;2001;17;5;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;3241,25261817146
4652817;1;1;1;10;1;2;12;1935;82;1;5;3; ;3; ; ; ;1; ; ;3; ; ;1;2;2; ;1;0; ; ;2;0;06;52;1705,91424384048
4652818;1;1;1;10;1;2;3;1994;24;1;2;3; ;3; ;2; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;2996,72195772389
4652818;1;2;1;10;1;2;9;2013;4;3; ;2; ;1;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;52;2996,72195772389
4652819;1;1;1;10;1;1;3;1962;56;1;3;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;52;913,545958659694
4652819;1;2;1;10;2;2;4;1967;51;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;52;913,545958659694
4652819;1;3;1;10;2;2;10;1986;31;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;913,545958659694
4652820;1;1;1;10;1;2;2;1973;45;1;6;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;52;1227,06278424552
4652820;1;2;1;10;2;1;2;2013;5;4; ;2; ;2; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;06;52;1227,06278424552
4652821;1;1;1;10;1;1;10;1978;39;1;3;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;1666,82801612169
4652821;1;2;1;10;2;2;4;1982;36;2;3;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;1666,82801612169
4652821;1;3;1;10;3;1;4;2001;17;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;1666,82801612169
4652821;1;4;1;10;2;1;10;2009;8;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;06;52;1666,82801612169
4652822;1;1;1;10;1;2;9;1964;53;1;6;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;52;1267,8986547662
4652822;1;2;1;10;1;1;8;1986;31;3;6;3; ;1;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;52;1267,8986547662
4652823;1;1;1;10;1;2;7;1953;65;1;6;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;52;1705,91424384048
4652824;1;1;1;10;1;1;7;1965;53;1;4;3; ;3; ; ; ;1; ; ;3; ; ;1;1;2; ;3;4; ; ;2;4;06;52;2715,27785426812
4652824;1;2;1;10;2;1;4;1993;25;3;6;1;1;2; ; ; ;1; ; ;1;1;98;2;1;2; ;5;11;2; ;2;11;06;52;2715,27785426812
4652824;1;3;1;10;3;2;1;1995;23;3;6;1;1;2; ; ; ;1; ; ;3; ; ;2;1;2; ;6;2;3; ;2;13;06;52;2715,27785426812
4652824;1;4;1;10;4;1;8;1996;21;3;6;1;1;2; ; ; ;1; ; ;3; ; ;2;1;2; ;6;2;3; ;2;13;06;52;2715,27785426812
4652825;1;1;1;10;1;1;1;1980;38;1;3;2; ;2; ;1;2;1; ; ;1;1;32000;2;1;2; ;3;5; ; ;2;5;06;52;2437,52869517071
4652825;1;2;1;10;2;2;2;1978;40;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;2437,52869517071
4652825;1;3;1;10;2;2;8;2000;17;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;6;1;2;2;2;12;06;52;2437,52869517071
4652825;1;4;1;10;2;2;7;2008;9;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;06;52;2437,52869517071
4652826;1;1;1;10;1;1;2;1984;34;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;2437,52869517071
4652826;1;2;1;10;2;2;11;1986;31;2;2;2; ;2; ;1;1;1; ; ;1;3;95000;2;1;2; ;6;2;3; ;2;13;06;52;2437,52869517071
4652826;1;3;1;10;1;2;7;2005;12;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;06;52;2437,52869517071
4652826;1;4;1;10;1;2;11;2010;7;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;06;52;2437,52869517071
4652827;1;1;1;10;1;2;12;1981;36;1;4;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;2378,06788389992
4652827;1;2;1;10;2;1;9;2000;17;3;6;3; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;06;52;2378,06788389992
4652827;1;3;1;10;3;1;7;2002;15;3;6;3; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;06;52;2378,06788389992
4652827;1;4;1;10;1;1;12;2007;10;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;06;52;2378,06788389992
4652828;1;1;1;10;1;1;5;1962;56;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;52;2368,47598799886
4652828;1;2;1;10;1;1;8;2003;14;3;6;1;1;2; ; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;06;52;2368,47598799886
4652828;1;3;1;10;1;1;12;2005;12;3;6;1;1;2; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;06;52;2368,47598799886
4652828;1;4;1;10;1;2;4;2008;10;3;6;1;1;2; ; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;06;52;2368,47598799886
4652829;1;1;1;10;1;1;2;1969;49;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;52;1320,1802713899
4652829;1;2;1;10;2;2;9;1974;43;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;52;1320,1802713899
4652829;1;3;1;10;3;1;3;1993;25;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;1320,1802713899
4652830;1;1;1;10;1;2;6;1962;56;1;6;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;52;2154,33494891304
4652830;1;2;1;10;2;1;9;1983;34;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;2154,33494891304
4652830;1;3;1;10;3;2;12;1994;23;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;6;3;3; ;2;14;06;52;2154,33494891304
4652831;1;1;1;10;1;1;11;1994;23;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;3395,65131907939
4652831;1;2;1;10;2;2;3;1994;24;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;3395,65131907939
4652831;1;3;1;10;2;2;4;2014;4;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;52;3395,65131907939
4652831;1;4;1;10;2;1;10;2015;2;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;52;3395,65131907939
4652832;1;1;1;10;1;2;9;1965;52;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;52;1926,55545219007
4652832;1;2;1;10;2;2;11;1988;29;3;4;3; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;52;1926,55545219007
4652832;1;3;1;10;2;2;10;2007;10;4;6;2; ;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;06;52;1926,55545219007
4652832;1;4;1;10;1;2;7;2009;8;4; ;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;06;52;1926,55545219007
4652833;1;1;1;10;1;1;6;1992;26;1;3;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;2483,94473389552
4652833;1;2;1;10;2;2;12;1995;22;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;2483,94473389552
4652833;1;3;1;10;2;1;6;2015;3;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;52;2483,94473389552
4652834;1;1;1;10;1;1;8;1969;48;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;52;1807,36905673652
4652834;1;2;1;10;2;2;3;1975;43;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;1807,36905673652
4652834;1;3;1;10;3;2;11;1999;18;3;6;2; ;1;2; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;06;52;1807,36905673652
4652835;1;1;1;10;1;2;3;1961;57;1;1;3; ;3; ;1;2;1; ; ;1;3;98;2;1;2; ;3;2; ; ;2;2;06;52;1909,6374507381
4652835;1;2;1;10;2;1;6;1969;49;2;1;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;1909,6374507381
4652836;1;1;1;10;1;2;10;1970;47;1;6;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;52;1320,32378985319
4652837;1;1;1;10;1;1;3;1989;29;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;2217,22399204965
4652837;1;2;1;10;2;2;3;1992;26;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;6;1;2;2;2;12;06;52;2217,22399204965
4652837;1;3;1;10;2;2;5;2017;1;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;52;2217,22399204965
4652838;1;1;1;10;1;2;9;1940;77;1;5;3; ;3; ; ; ;1; ; ;3; ; ;1;1;2; ;3;2; ; ;2;2;06;52;1852,85257521042
4652839;1;1;1;10;1;1;3;1941;77;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;52;1300,50468995112
4652840;1;1;1;10;1;1;5;1974;44;1;4;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;2041,25272106842
4652841;1;1;1;10;1;2;9;1951;66;1;3;3; ;3; ;2; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;52;1966,42232626578
4652841;1;2;1;10;2;1;11;1980;37;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;1966,42232626578
4652841;1;3;1;10;1;1;10;1987;30;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;1966,42232626578
4652842;1;1;1;10;1;1;7;1946;71;1;3;1;2;1;3;2; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;06;52;992,233922770367
4652842;1;2;1;10;1;1;6;1916;102;5;3;3; ;3; ;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;52;992,233922770367
4652842;1;3;1;10;1;2;1;1922;96;5;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;52;992,233922770367
4652843;1;1;1;10;1;1;8;1986;31;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;06;52;2217,22399204965
4652843;1;2;1;10;2;2;5;1990;28;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;2217,22399204965
4652843;1;3;1;10;2;2;12;2013;4;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;52;2217,22399204965
4652844;1;1;1;10;1;2;7;1968;49;1;6;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;52;1741,18317183248
4652844;1;2;1;10;1;1;4;2001;17;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;06;52;1741,18317183248
4652845;1;1;1;10;1;2;11;1944;73;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;52;1168,8894196208
4652845;1;2;1;10;1;1;12;1961;56;3;4;3; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;1168,8894196208
4652846;1;1;1;10;1;1;4;1958;60;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;52;1168,8894196208
4652846;1;2;1;10;2;2;1;1959;59;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;52;1168,8894196208
4652847;1;1;1;10;1;2;12;1986;31;1;5;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;1332,75541132464
4652847;1;2;1;10;1;1;12;2008;9;3; ;3; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;3;5; ; ;2;5;06;52;1332,75541132464
4652848;1;1;1;10;1;2;1;1976;42;1;4;3; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;2162,04255381178
4652848;1;2;1;10;2;1;6;1997;21;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;2162,04255381178
4652848;1;3;1;10;3;1;2;2001;17;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;06;52;2162,04255381178
4652849;1;1;1;10;1;1;6;1978;40;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;1797,96804736017
4652849;1;2;1;10;2;2;5;1977;41;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;1797,96804736017
4652849;1;3;1;10;2;1;7;2001;17;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;06;52;1797,96804736017
4652850;1;1;1;10;1;2;1;1957;61;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;06;52;1721,2373048801
4652850;1;2;1;10;1;2;2;1931;87;5;6;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;52;1721,2373048801
4652851;1;1;1;10;1;2;8;1941;76;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;52;1909,6374507381
4652851;1;2;1;10;2;1;1;1983;35;4;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;6;2;3; ;2;13;06;52;1909,6374507381
4652852;1;1;1;10;1;1;3;1947;71;1;6;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;52;1168,8894196208
4652852;1;2;1;10;2;2;9;1953;64;5;6;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;52;1168,8894196208
4652853;1;1;1;10;1;2;4;1967;51;1;4;3; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;52;1741,18317183248
4652853;1;2;1;10;2;1;6;1994;24;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;1741,18317183248
4652854;1;1;1;10;1;2;7;1960;57;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;52;1852,85257521042
4652855;1;1;1;10;1;2;12;1934;83;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;06;52;1037,27414929049
4652855;1;2;1;10;2;2;5;1956;62;3;6;3; ;1;1; ; ;1; ; ;3; ; ;2;2;2; ;3;1; ; ;2;1;06;52;1037,27414929049
4652855;1;3;1;10;3;1;11;1958;59;3;6;3; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;52;1037,27414929049
4652856;1;1;1;10;1;1;8;1971;46;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;1433,89354090855
4652856;1;2;1;10;2;2;2;1975;43;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;1433,89354090855
4652856;1;3;1;10;3;1;7;1992;25;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;06;52;1433,89354090855
4652857;1;1;1;10;1;1;10;1984;33;1;2;2; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;2647,4843834053
4652857;1;2;1;10;2;2;4;1981;37;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;2647,4843834053
4652857;1;3;1;10;2;2;4;2003;15;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;06;52;2647,4843834053
4652857;1;4;1;10;2;2;8;2008;9;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;06;52;2647,4843834053
4652858;1;1;1;10;2;1;7;1976;41;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;06;52;2217,22399204965
4652858;1;2;1;10;2;2;12;1988;29;2;2;2; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;2217,22399204965
4652858;1;3;1;10;2;2;9;2011;6;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;2;0;06;52;2217,22399204965
4652859;1;1;1;10;1;1;6;1996;22;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;3675,70294554446
4652859;1;2;1;10;2;2;5;1995;23;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;6;1;3; ;2;12;06;52;3675,70294554446
4652859;1;3;1;10;2;2;4;2017;1;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;52;3675,70294554446
4652860;1;1;1;10;1;1;12;1984;33;1;2;3; ;1;4;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;52;1257,925016522
4652860;1;2;1;10;2;2;4;1986;32;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;1257,925016522
4652860;1;3;1;10;2;1;4;2009;9;3; ;1;1;1;2; ; ;1; ; ;3; ; ;1;1;1;1;3;3; ; ;2;3;06;52;1257,925016522
4652860;1;4;1;10;4;2;5;1947;71;5;6;3; ;3; ; ; ;1; ; ;3; ; ;1;2;2; ;1;0; ; ;2;0;06;52;1257,925016522
4652861;1;1;1;10;1;1;6;1986;32;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;1401,97190832377
4652861;1;2;1;10;2;2;8;1988;29;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;1401,97190832377
4652861;1;3;1;10;2;1;7;2009;8;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;06;52;1401,97190832377
4652861;1;4;1;10;2;1;6;2017;1;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;52;1401,97190832377
4652862;1;1;1;10;1;1;2;1959;59;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;52;1487,48040759852
4652862;1;2;1;10;2;2;1;1970;48;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;06;52;1487,48040759852
4652862;1;3;1;10;3;1;7;1999;18;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;1487,48040759852
4652862;1;4;1;10;4;2;5;2002;16;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;9;06;52;1487,48040759852
4652863;1;1;1;10;1;2;9;1976;41;1;3;2; ;2; ;2; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;52;1807,36905673652
4652863;1;2;1;10;2;1;10;1992;25;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;1807,36905673652
4652863;1;3;1;10;3;2;4;2002;16;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;9;06;52;1807,36905673652
4652864;1;1;1;10;1;1;12;1969;48;1;3;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;06;52;1807,36905673652
4652864;1;2;1;10;2;2;7;1963;54;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;06;52;1807,36905673652
4652864;1;3;1;10;3;2;6;2003;15;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;06;52;1807,36905673652
4652865;1;1;1;10;1;1;12;1951;66;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;2032,44081442721
4652865;1;2;1;10;2;2;9;1958;59;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;52;2032,44081442721
4652865;1;3;1;10;3;2;8;1993;24;3;1;1;1;1;2;1;4;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;52;2032,44081442721
4652865;1;4;1;10;4;1;3;1998;20;5;1;3; ;2; ;1;3;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;06;52;2032,44081442721
4652865;1;5;1;10;3;1;8;2008;9;4; ;2; ;1;3; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;06;52;2032,44081442721
4652866;1;1;1;10;1;2;4;1922;96;1;5;3; ;3; ; ; ;2;1;98; ; ; ;2;2;2; ;1;0; ; ;2;0;06;52;1852,85257521042
4652867;1;1;1;10;1;1;12;1988;29;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;2217,22399204965
4652867;1;2;1;10;2;2;5;1989;29;2;2;2; ;2; ;1;1;1; ; ;1;1;35000;2;1;2; ;5;11;2; ;2;11;06;52;2217,22399204965
4652867;1;3;1;10;1;2;2;2009;9;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;06;52;2217,22399204965
4652868;1;1;1;10;1;2;3;1942;76;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;52;1188,70851952287
4652868;1;2;1;10;2;2;7;1971;46;3;6;3; ;1;1; ; ;1; ; ;3; ; ;2;2;2; ;3;1; ; ;2;1;06;52;1188,70851952287
4652869;1;1;1;10;1;1;6;1959;59;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;52;1300,50468995112
