DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4650411;1;2;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;44;295,985018799149
4650419;1;1;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;44;578,597648932562
4650419;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;44;578,597648932562
4650420;1;1;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;44;327,835356133571
4650438;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;44;762,662308788119
4650482;1;1;1;80; ;2;1;3;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;44;1377,84930887529
4650482;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;44;1377,84930887529
4650482;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;44;1377,84930887529
4650484;1;2;1;80; ;2;1;2;3; ;1; ;1;1; ;2; ;2; ;2; ;800000;2;1;06;44;1724,67337789916
4650485;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;44;1409,71454617269
4650486;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;44;1769,06524956437
4650489;1;2;1;80; ;2;1;1;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;44;1719,78846049425
4650489;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;44;1719,78846049425
4650490;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;44;1288,04973816786
4650491;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;44;1564,98751658104
4650492;1;1;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;44;1414,11952862362
4650493;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;44;1382,25429132623
4650494;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;44;1488,73040761843
4650495;1;1;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;700000;2;1;06;44;1535,78433662845
4650496;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1075,39446508374
4650496;1;3;1;80; ;2;1;2;3; ;2; ; ;9; ;2; ;2; ;1;48;98;2;1;06;05;1075,39446508374
4650496;1;5;1;80; ;2;2; ; ; ; ;1;1;1; ;2; ;2; ;1;48;800000;2;1;06;05;1075,39446508374
4650498;1;1;1;80; ;2;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;940,850282176681
4650498;1;2;1;80; ;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;05;940,850282176681
4650499;1;1;1;80; ;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;05;1221,02605060575
4650499;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1221,02605060575
4650499;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1221,02605060575
4650499;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1221,02605060575
4650499;1;6;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;05;1221,02605060575
4650500;1;1;1;80; ;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;05;1170,58895069947
4650501;1;1;1;80; ;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;05;1122,95228099973
4650501;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1122,95228099973
4650502;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1464,29946804498
4650502;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;05;1464,29946804498
4650503;1;1;1;80; ;2;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;05;1122,95228099973
4650503;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1122,95228099973
4650551;1;2;1;80; ;2;1;3;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;2442,10113831559
4650551;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;2442,10113831559
4650552;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;2868,62100009299
4650552;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;2868,62100009299
4650552;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;05;2868,62100009299
4650553;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;2041,55286044359
4650553;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;2041,55286044359
4650554;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;5842,44073577656
4650556;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;3593,3331478962
4650557;1;2;1;80; ;2;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;2775,94030532173
4650558;1;1;1;80; ;2;1;2;9;CAMBIO DE RESIDENCIA;1; ;2;1; ;1; ;2; ;1;48;782000;2;1;06;05;3358,39357308396
4650559;1;2;1;80; ;2;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;5957,21198271669
4650571;1;2;1;80; ;2;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;6071,98322965682
4650572;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;6487,83746570886
4650573;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;4049,59024227481
4650574;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;3591,76302202441
4650575;1;1;1;80; ;2;1;3;6; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;05;2041,55286044359
4650575;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;2041,55286044359
4650575;1;4;1;80; ;2;1;2;1; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;06;05;2041,55286044359
4650575;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;2041,55286044359
4650576;1;2;1;80; ;2;1;1;7; ;2; ; ;9; ;2; ;1;300000; ; ; ;2;1;06;05;4568,79079882348
4650576;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;05;4568,79079882348
4650577;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;2775,94030532173
4650577;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;2775,94030532173
4650578;1;2;1;80; ;2;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;2868,62100009299
4650578;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;2868,62100009299
4650578;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;2868,62100009299
4650579;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;4661,47149359474
4650579;1;4;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;4661,47149359474
4650580;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;2868,62100009299
4650580;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;05;2868,62100009299
4650582;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;1449,52724109252
4650583;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;50;918,417807321526
4650584;1;1;1;80; ;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;50;787,114112132173
4650584;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;50;787,114112132173
4650586;1;1;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;50;652,923946339441
4650586;1;2;1;80; ;2;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;50;652,923946339441
4650587;1;1;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;50;652,923946339441
4650588;1;2;1;80; ;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;50;652,923946339441
4650589;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;1441,39766057541
4650589;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;50;1441,39766057541
4650590;1;1;1;80; ;2;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;50;862,272003692401
4650590;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;862,272003692401
4650591;1;1;1;80; ;2;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;50;652,923946339441
4650591;1;2;1;80; ;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;50;652,923946339441
4650593;1;1;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;50;1388,07872178324
4650593;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;1388,07872178324
4650593;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;1388,07872178324
4650594;1;1;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;50;652,923946339441
4650594;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;652,923946339441
4650636;1;6;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;05;6241,16371540961
4650638;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;5087,99135537214
4650638;1;3;1;80; ;2;2; ; ; ; ;1;3;8; ;2; ;2; ;1;48;780000;2;1;06;05;5087,99135537214
4650638;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;05;5087,99135537214
4650639;1;1;1;80; ;2;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;05;3930,7398264365
4650640;1;2;1;80; ;2;1;3;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;06;05;2041,55286044359
4650640;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;05;2041,55286044359
4650641;1;2;1;80; ;2;1;1;9;CAMBIO DE RESIDENCIA TRASLADO;2; ; ;9; ;1; ;2; ; ; ; ;2;1;06;05;2256,73974877306
4650642;1;1;1;80; ;2;1;4;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;3478,93212554113
4650646;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;3867,48711522293
4650647;1;2;1;80; ;2;1;2;7; ;2; ; ;1; ;2; ;2; ;1;24;400000;2;1;06;05;2256,73974877306
4650648;1;1;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;2920,44878486306
4650649;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;7177,46400902791
4650650;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;05;2868,62100009299
4650653;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;05;4683,56204576361
4650654;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;2041,55286044359
4650654;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;2041,55286044359
4651756;1;2;1;80; ;2;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;20;1498,24321826913
4651756;1;3;1;80; ;2;1;2;9;EMBARAZO;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;20;1498,24321826913
4651757;1;2;1;80; ;2;1;3;3; ;2; ; ;9; ;2; ;2; ;2; ;98;2;1;06;20;1743,31575938492
4651757;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;20;1743,31575938492
4651757;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;20;1743,31575938492
4651758;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;20;667,440378191508
4651758;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;20;667,440378191508
4651759;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;20;1968,32259984201
4651759;1;8;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;20;1968,32259984201
4651760;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;20;1288,04973816786
4651760;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;20;1288,04973816786
4651771;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;25;1847,6788098406
4651771;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;25;1847,6788098406
4651771;1;5;1;80; ;2;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;25;1847,6788098406
4651771;1;6;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;25;1847,6788098406
4651774;1;1;1;80; ;2;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;25;1972,852621488
4651776;1;3;1;80; ;2;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;25;1847,6788098406
4651777;1;1;1;80; ;2;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;25;1847,6788098406
4651777;1;2;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;25;1847,6788098406
4651778;1;2;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;25;2440,10304488507
4651779;1;2;1;80; ;2;1;1;8; ;2; ; ;9; ;2; ;2; ;1;24;370000;2;1;06;25;4395,30920422204
4651779;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ;2; ;98; ;1;06;25;4395,30920422204
4651780;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;25;3799,39029204639
4651783;1;2;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;25;1847,6788098406
4651807;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;25;3298,8681395841
4651808;1;1;1;80; ;2;1;3;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;25;3323,78745961081
4651811;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;25;6815,15853180147
4651811;1;6;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;25;6815,15853180147
4651811;1;7;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;25;6815,15853180147
4651813;1;4;1;80; ;2;1;1;8; ;1; ;1;1; ;2; ;2; ;1;48;781242;2;1;06;25;6241,17238788912
4651813;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;25;6241,17238788912
4651816;1;1;1;80; ;2;1;4;6; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;06;25;1847,6788098406
4651817;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;25;3588,69276169556
4651818;1;1;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;25;3323,78745961081
4651819;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;25;1847,6788098406
4651822;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;25;1847,6788098406
4651825;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;25;5489,76044269115
4651825;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;25;5489,76044269115
4651826;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;25;6237,63686534173
4651828;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;25;1847,6788098406
4651829;1;2;1;80; ;2;1;2;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;25;1847,6788098406
4651832;1;1;1;80; ;2;1;4;3; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;06;25;1972,852621488
4651833;1;1;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;25;1847,6788098406
4651834;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;25;3812,12443745173
4651836;1;1;1;80; ;2;1;4;1; ;1; ;4;8; ;1; ;2; ; ; ; ;2;1;06;25;1972,852621488
4651839;1;1;1;80; ;2;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;25;3323,78745961081
4651840;1;2;1;80; ;2;1;1;8; ;2; ; ;9; ;2; ;1;60000;1;24;400000;2;1;06;25;1847,6788098406
4651842;1;1;1;80; ;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;2;1;06;25;3323,78745961081
4651851;1;1;1;80; ;2;1;2;9;SE TRASLADO DE CIUDAD;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;25;3344,87401405466
4651855;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ;2; ;120000; ;1;06;25;4160,68907943909
4651926;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;25;1259,87172982671
4651927;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;25;1409,62824390739
4651928;1;1;1;80; ;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;25;952,730663930018
4651929;1;1;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;25;529,618779967051
4651930;1;2;1;80; ;2;1;4;7; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;25;1307,07895729152
4651930;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;25;1307,07895729152
4651931;1;1;1;80; ;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;25;952,730663930018
4651936;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;25;1259,87172982671
4651936;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;25;1259,87172982671
4651950;1;3;1;80; ;2;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;25;1564,90436211976
4651957;1;2;1;80; ;2;2; ; ; ; ;1;1;2; ;2; ;2; ;1;30;600000;2;1;06;25;1801,14378315315
4651960;1;2;1;80; ;2;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;25;1323,91620059172
4651960;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;25;1323,91620059172
4651961;1;2;1;80; ;2;1;3;3; ;2; ; ;9; ;2; ;2; ;2; ;781242;2;1;06;25;1322,9027781678
4651961;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;25;1322,9027781678
4651962;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;25;1409,62824390739
4651970;1;1;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;25;541,191135632881
4652131;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;25;3341,36937086057
4652132;1;1;1;80; ;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;25;1594,11558774572
4652132;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;25;1594,11558774572
4652133;1;3;1;80; ;2;1;1;1; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;06;25;1594,11558774572
4652142;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;25;2645,4476351589
4652148;1;1;1;80; ;2;1;2;4; ;2; ; ;4; ;1; ;2; ; ; ; ;2;1;06;25;2867,65284718314
4652149;1;2;1;80; ;2;1;4;1; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;06;25;1594,11558774572
4652149;1;3;1;80; ;2;1;4;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;25;1594,11558774572
4652153;1;1;1;80; ;2;1;4;3; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;25;1702,11137319389
4652158;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;25;3499,33236227621
4652159;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;25;3792,12603299654
4652159;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;25;3792,12603299654
4652160;1;1;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;25;1594,11558774572
4652161;1;1;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;25;2105,23943817523
4652161;1;2;1;80; ;2;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;25;2105,23943817523
4652162;1;3;1;80; ;2;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;25;1594,11558774572
4652163;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;8;98;2;1;06;25;4725,39542505755
4652163;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;25;4725,39542505755
4652164;1;2;1;80; ;2;1;1;6; ;2; ; ;2; ; ; ;2; ;2; ;98; ;1;06;25;3135,89662976673
4652165;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;25;3542,07502555968
4652266;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;27;563,347920538403
4652268;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;27;1748,3220156684
4652268;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;1748,3220156684
4652268;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1748,3220156684
4652268;1;6;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1748,3220156684
4652269;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1504,84888372091
4652270;1;1;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;27;1084,21034815248
4652272;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;1403,21928177991
4652273;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;27;1316,1716684954
4652273;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;1316,1716684954
4652273;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1316,1716684954
4652276;1;2;1;80; ;2;2; ; ; ; ;1;1;1; ;2; ;2; ; ; ; ;2;1;06;27;1082,5632287166
4652276;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1082,5632287166
4652277;1;2;1;80; ;2;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;27;2253,39168215361
4652277;1;3;1;80; ;2;1;2;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;27;2253,39168215361
4652277;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;2253,39168215361
4652277;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;2253,39168215361
4652279;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;795,979598240603
4652280;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;1517,2445163492
4652280;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1517,2445163492
4652283;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;1609,92519197285
4652284;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;988,56922406925
4652286;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1988,88852334056
4652287;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;2086,90668941035
4652288;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;788,921456058456
4652289;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1284,5464395828
