DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;clase;MES;DPTO;fex_c_2011
4653113;1;2;1;2;1;1;2;1;5;5; ; ; ;40000; ;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;2;2;2;1;1;2; ;01;2;06;54;474,166156328132
4653114;1;3;2;2;1;4;2;1;5;4; ; ; ;200000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;7;2; ;1;1;1;4;1;2;2;2;2; ;2; ;01;2;06;54;732,361590093955
4653115;1;2;1;3;1;4;2;1;5;5; ; ; ;100000; ;2;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;3;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;54;736,956321828042
4653119;1;2;2;2;1;4;2;1;5;4; ; ; ;50000; ;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;9;2; ;1;1;1;1;1;1;2;2;2; ;2; ;01;2;06;54;738,279394333659
4653120;1;2;2;6; ;4;2;1;5;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;3;2; ;1;1;5;1;2; ;2;2;2; ;2; ;01;2;06;54;1069,66073013516
4653121;1;2;1;2;1;4;2;1;5;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;1;2; ;1;1;5;1;1;0;2;2;2; ;2; ;01;2;06;54;1000,46391432843
4653122;1;2;1;2;1;2;2;1;5;1; ; ;98;50000; ;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;1;1;2;1;1;5;1;1;1;2;2;2; ;2; ;01;2;06;54;474,166156328132
4653123;1;2;1;6; ;4;2;1;5;4; ; ; ;98; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;1;1;5;1;2; ;2;2;2; ;2; ;01;2;06;54;543,089727832096
4653124;1;3;2;2;1;3;2;1;5;4; ; ; ;60000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;06;54;1042,64618466617
4653125;1;5;2;2;1;4;2;1;5;4; ; ; ;50000; ;2;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;6;2; ;1;1;1;4;1;2;2;2;2; ;2; ;01;2;06;54;1500,03740264927
4653126;1;2;1;2;1;4;2;1;5;4; ; ; ;40000; ;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ;1;2; ;1;1;1;4;1;0;2;2;2; ;2; ;01;2;06;54;798,857201500742
4653138;1;3;1;1;1;1;1;1;3;3; ; ; ; ;400000;2;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;2;1;2;1;1;1;1;1;2;01;2;06;54;444,081199907504
4653141;1;3;2;1;1;1;1;1;3;4; ; ; ;100000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;5;2; ;1;1;1;2;1;2;1;1;1;1;1;2;01;2;06;54;913,166179545266
4653142;1;4;2;1;1;1;1;3;3;1; ; ;60000000;300000; ;2;1;1;1;1;1;1;2;2;1;1;2;2;1;2;2;2;1;2;2;2;1;2;4;2; ;1;1;1;4;1;2;1;1;1;1;1;2;01;2;06;54;784,278090650371
4653143;1;3;2;1;1;1;1;1;3;1; ; ;98;500000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;3;2; ;1;1;1;4;1;2;1;1;1;1;1;2;01;2;06;54;453,784529517829
4653144;1;3;2;1;1;1;1;1;3;1; ; ;15000000;100000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;3;2; ;1;1;1;4;1;2;1;1;1;1;1;2;01;2;06;54;1000,00270014395
4653145;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;4;1;1;1;1;1;4;1;2;1;1;1;1;1;2;01;2;06;54;1012,38799530651
4653146;1;4;3;1;1;1;1;1;3;1; ; ;10000000;180000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;4;2; ;1;1;1;4;1;2;1;1;1;1;1;2;01;2;06;54;444,081199907504
4653147;1;4;3;1;1;1;1;1;3;1; ; ;98;100000; ;2;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;4;2; ;1;2;1;2;1;2;1;1;1;1;1;2;01;2;06;54;1056,39258023629
4653151;1;3;1;1;1;1;1;6; ;4; ; ; ;98; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;1;2;1;2;1;2;2;1;1;1;1;2;01;2;06;54;798,857201500742
4653194;1;4;1;1;1;1;1;1;4;1; ; ;40000000;250000; ;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;4;1;2;2;1;1;2;1;1;01;2;06;66;569,067185251212
4653195;1;1;1;1;1;1;1;6; ;3; ; ; ; ;80000;2;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;2;1;2;2;1;1;2;1;1;01;2;06;66;666,292248942543
4653197;1;4;1;1;1;1;1;1;4;1; ; ;35000000;200000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;2;1;2;2;1;1;2;1;1;01;2;06;66;519,992307627699
4653198;1;3;2;1;1;1;1;1;4;1; ; ;20000000;150000; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;2;1;2;2;1;1;3;1;1;01;2;06;66;457,727028888969
4653200;1;1;1;1;1;1;1;6; ;3; ; ; ; ;180000;2;1;2;2;1;2;2;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1;1;2; ;1;1;1;2;1;2;2;1;1;3;1;1;01;2;06;66;506,801906512481
4653201;1;4;3;1;1;1;1;1;4;1; ; ;30000000;150000; ;2;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;1;2;2;1;3;3;2; ;1;1;1;2;1;1;2;1;1;2;1;1;01;2;06;66;657,651410300849
4653202;1;4;2;2;1;4;1;1;4;1; ; ;98;80000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;66;547,008632787328
4653203;1;5;4;2;1;4;1;1;4;1; ; ;120000000;300000; ;2;1;2;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;1;2;2;1;4;7;2; ;1;1;1;4;1;2;2;2;2; ;1;1;01;2;06;66;295,562868857548
4653204;1;5;3;2;1;5;1;3;4;1; ; ;10000000;100000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;1;2;1;4;4;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;66;415,073152385208
4653205;1;2;2;2;1;4;1;1;5;4; ; ; ;50000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;4;2;1;2;2;2;2; ;1;1;01;2;06;66;484,743354048597
4653206;1;3;2;2;1;4;1;1;4;1; ; ;35000000;150000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;6;2; ;1;1;4;2;1;2;2;2;2; ;1;1;01;2;06;66;951,030991978678
4653207;1;4;2;3;1;5;1;1;4;4; ; ; ;100000; ;2;1;2;1;1;1;1;1;2;2;1;2;1;2;2;2;2;1;1;2;2;1;3;4;2; ;1;1;1;4;1;2;2;2;2; ;1;1;01;2;06;66;862,446766929041
4653208;1;3;3;2;1;4;1;1;5;4; ; ; ;80000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;2;6;2; ;1;1;1;4;1;2;2;2;2; ;1;1;01;2;06;66;1182,25147543019
4653209;1;2;1;2;1;4;1;1;4;1; ; ;40000000;100000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;66;519,992307627699
4653210;1;2;1;2;1;4;1;1;4;1; ; ;98;250000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;1;1;2; ;1;1;1;4;1;2;2;2;2; ;1;1;01;2;06;66;506,801906512481
4653211;1;5;2;3;1;4;1;1;5;1; ; ;10000000;80000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;66;519,992307627699
4653212;1;4;3;2;1;5;1;1;5;1; ; ;2000000;40000; ;2;2;2;2;1;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;4;2;1;2;2;2;2; ;1;1;01;2;06;66;519,992307627699
4653213;1;4;3;2;1;1;1;1;4;1; ; ;10000000;120000; ;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;3;4;2; ;1;1;1;2;1;2;2;2;1;8;1;1;01;2;06;66;634,940250072186
4653214;1;3;1;3;1;5;6;1;4;1; ; ;98;50000; ;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;66;519,992307627699
4653215;1;3;3;2;1;1;1;1;5;4; ; ; ;80000; ;2;1;2;1;2;1;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;2;6;2; ;1;1;4;2;1;2;2;2;1;8;1;1;01;2;06;66;828,38895798303
4653216;1;4;1;2;1;4;1;1;5;1; ; ;50000000;200000; ;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;66;519,992307627699
4653217;1;3;2;3;1;5;6;1;5;1; ; ;2000000;40000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;3;4;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;66;747,317926969304
4653218;1;5;3;2;1;1;1;1;4;1; ; ;35000000;150000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;4;2; ;1;1;1;4;1;2;2;2;1;8;1;1;01;2;06;66;448,858877540302
4653219;1;1;1;3;1;4;1;1;5;4; ; ; ;50000; ;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;3;2; ;1;1;4;2;1;2;2;2;2; ;1;1;01;2;06;66;561,373093700052
4653220;1;4;3;2;1;4;1;1;5;4; ; ; ;100000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;66;879,062608558834
4653221;1;5;4;2;1;4;6;1;5;4; ; ; ;100000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;1;1;2;2;1;3;5;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;66;490,239663612655
4653222;1;3;2;2;1;4;1;5;5;4; ; ; ;98; ;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;3;4;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;66;608,576532677336
4653223;1;3;1;2;1;5;1;1;4;1; ; ;40000000;300000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;4;1;2;2;2;2; ;1;1;01;2;06;66;519,992307627699
4653224;1;3;2;2;1;4;1;1;4;1; ; ;18000000;120000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;2;3;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;66;602,889424300689
4653225;1;4;3;2;1;4;1;1;5;1; ; ;30000000;100000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;7;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;66;1050,87067947
4653226;1;2;2;2;1;5;1;5;5;1; ; ;7000000;50000; ;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;5;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;06;66;490,466976319627
4653227;1;3;3;2;1;4;6;1;4;4; ; ; ;150000; ;2;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;2;1;1;2;2;1;2;5;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;66;393,241912628296
4653228;1;3;2;2;1;4;1;1;4;1; ; ;20000000;50000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;5;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;66;463,967132493472
4653229;1;3;2;2;1;4;1;1;5;1; ; ;20000000;80000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;7;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;66;688,356393689721
4653230;1;3;3;2;1;4;6;1;5;4; ; ; ;300000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;1;4;2;1;1;2;2;2; ;2; ;01;2;06;66;295,562868857548
4653231;1;2;2;2;1;4;6;1;4;1; ; ;10000000;200000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;3;2; ;1;1;7;2;1;1;2;2;2; ;2; ;01;2;06;66;401,88275126999
4653232;1;5;4;2;1;5;1;1;5;1; ; ;5000000;50000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;3;9;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;66;410,176226257063
4653233;1;3;2;2;1;4;1;1;4;4; ; ; ;100000; ;2;1;2;1;1;1;1;2;2;2;1;1;1;1;2;2;2;1;1;2;2;1;2;2;1;3;1;1;1;4;1;1;2;2;2; ;1;1;01;2;06;66;679,709962764733
4653234;1;3;3;2;1;4;1;1;5;1; ; ;17000000;120000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;4;5;2; ;1;1;4;2;1;1;2;2;2; ;1;1;01;2;06;66;736,606605125789
4653235;1;4;3;2;1;5;1;1;5;1; ; ;2000000;50000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;5;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;66;454,990710033553
4653236;1;4;4;2;1;4;1;1;5;4; ; ; ;60000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;5;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;66;787,751965951123
4653237;1;4;1;3;1;5;1;1;4;1; ; ;20000000;80000; ;2;2;2;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;2;2;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;66;519,992307627699
4653238;1;3;2;2;1;4;1;1;4;1; ; ;30000000;100000; ;2;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;1;1;2;2;1;2;5;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;66;1122,00410955739
4653239;1;4;4;2;1;4;1;1;5;1; ; ;25000000;150000; ;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;8;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;66;660,774258244747
4653240;1;4;2;2;1;4;1;1;4;4; ; ; ;120000; ;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;3;3;2; ;1;1;1;4;1;2;2;2;2; ;1;1;01;2;06;66;295,562868857548
4653241;1;4;2;2;1;5;1;1;5;4; ; ; ;200000; ;2;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;1;2;2;1;3;3;2; ;1;1;1;4;1;2;2;2;2; ;1;1;01;2;06;66;401,88275126999
4653243;1;4;3;2;1;4;1;1;5;4; ; ; ;80000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;6;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;66;442,13589273656
4653244;1;2;2;2;1;4;1;1;5;1; ; ;15000000;100000; ;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;1;1;2;2;1;2;4;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;66;661,440093898342
4653245;1;4;1;2;1;4;1;1;5;1; ; ;40000000;100000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;4;1;2;2;2;2; ;1;2;01;2;06;66;326,716240042543
4653246;1;2;2;2;1;5;1;1;5;1; ; ;3000000;50000; ;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;5;2; ;1;1;4;2;1;2;2;2;2; ;1;1;01;2;06;66;628,981057904623
4653247;1;3;2;2;1;4;1;1;5;4; ; ; ;100000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;3;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;66;435,668476425085
4653248;1;3;2;2;1;4;1;1;5;4; ; ; ;60000; ;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;3;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;66;561,373093700052
4653249;1;2;2;2;1;5;1;1;5;1; ; ;10000000;60000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;66;457,727028888969
4653250;1;3;2;2;1;4;1;1;5;1; ; ;25000000;100000; ;2;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;66;422,478075309867
4653251;1;3;2;2;1;4;1;1;5;4; ; ; ;100000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;4;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;66;512,298216076539
4653252;1;2;2;3;1;5;1;1;4;4; ; ; ;140000; ;2;2;2;1;2;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;4;2; ;1;1;4;2;1;1;2;2;2; ;1;1;01;2;06;66;616,307138122879
4653253;1;3;3;2;1;4;1;1;5;1; ; ;20000000;100000; ;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;4;2;1;1;2;2;2; ;1;1;01;2;06;66;379,824198806106
4653254;1;2;1;2;1;4;1;1;5;1; ; ;6000000;30000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;66;519,992307627699
4653255;1;6;4;2;1;4;6;5;5;1; ; ;9000000;100000; ;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;7;2; ;1;1;4;2;1;1;2;2;2; ;2; ;01;2;06;66;1182,25147543019
4653256;1;2;1;3;1;4;6;1;5;4; ; ; ;40000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;4;2;1;1;2;2;2; ;2; ;01;2;06;66;542,050860091583
4653257;1;4;1;2;1;4;1;1;5;1; ; ;3000000;80000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;4;2;1;1;2;2;2; ;1;1;01;2;06;66;326,716240042543
4653258;1;2;2;3;1;5;1;1;5;1; ; ;2000000;40000; ;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;3;2; ;1;1;4;2;1;1;2;2;2; ;1;1;01;2;06;66;437,131704849092
4653259;1;3;2;2;1;4;6;1;5;1; ; ;10000000;50000; ;2;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;66;519,992307627699
4653260;1;3;2;2;1;4;1;1;5;1; ; ;35000000;80000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;4;4;2; ;1;1;4;4;1;2;2;2;2; ;1;1;01;2;06;66;477,049262497437
4653261;1;3;3;2;1;4;1;1;5;1; ; ;40000000;150000; ;2;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;8;2; ;1;1;4;2;1;2;2;2;2; ;1;1;01;2;06;66;1182,25147543019
4653262;1;2;2;2;1;4;1;1;5;1; ; ;10000000;50000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;6;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;66;828,38895798303
4653263;1;2;2;2;1;4;1;1;4;1; ; ;10000000;50000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;3;2; ;1;1;4;2;1;1;2;2;2; ;1;1;01;2;06;66;586,273582670895
4653264;1;3;2;5;1;4;1;1;5;4; ; ; ;100000; ;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;4;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;66;353,551667686923
4653265;1;2;1;2;1;4;1;1;5;4; ; ; ;100000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;66;679,709962764733
4653266;1;3;2;3;1;5;6;1;5;1; ; ;4000000;60000; ;2;1;2;2;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;6;2; ;1;1;4;2;1;1;2;2;2; ;2; ;01;2;06;66;862,174683138125
4653267;1;3;3;2;1;4;1;1;5;4; ; ; ;70000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;5;2; ;1;1;4;2;1;1;2;2;2; ;1;1;01;2;06;66;490,466976319627
4653268;1;2;1;2;1;4;1;1;5;4; ; ; ;80000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2; ;1;1;4;2;1;1;2;2;2; ;1;1;01;2;06;66;326,716240042543
4653269;1;3;2;2;1;5;6;1;5;1; ; ;8000000;80000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;06;66;401,88275126999
4653270;1;3;2;3;1;4;6;1;5;1; ; ;8000000;60000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;4;2; ;1;1;4;2;1;1;2;2;2; ;2; ;01;2;06;66;809,583205708035
4653271;1;3;3;2;1;4;1;1;5;4; ; ; ;80000; ;2;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;4;2; ;1;1;4;2;1;2;2;2;2; ;1;1;01;2;06;66;599,691296493085
4653272;1;4;3;2;1;4;1;1;5;1; ; ;40000000;800000; ;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;4;4;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;66;295,562868857548
4653273;1;3;3;2;1;5;1;1;5;1; ; ;10000000;200000; ;2;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;1;2;2;1;4;4;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;66;415,30046509218
4653274;1;3;2;2;1;4;1;1;4;1; ; ;35000000;100000; ;2;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;1;2;2;2;1;2;4;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;66;415,30046509218
4653275;1;4;3;2;1;5;1;1;4;1; ; ;10000000;150000; ;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2;6;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;66;791,313336841644
4653276;1;3;1;2;1;4;1;1;4;1; ; ;10000000;180000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;66;519,992307627699
4653277;1;4;2;2;1;4;1;1;5;1; ; ;4000000;100000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;66;879,062608558834
4653278;1;3;3;2;1;5;1;1;5;1; ; ;98;80000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;1;1;2;2;1;5;7;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;06;66;841,80667180522
4653279;1;2;2;2;1;4;1;1;5;4; ; ; ;100000; ;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;1;1;2;2;1;2;4;2; ;1;1;1;4;1;2;2;2;2; ;1;1;01;2;06;66;616,307138122879
4653280;1;3;3;2;1;4;1;1;5;1; ; ;98;60000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;66;519,992307627699
4653281;1;3;2;2;1;4;6;1;5;4; ; ; ;50000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;4;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;06;68;2124,94152711186
4653282;1;2;1;2;1;4;6;1;5;1; ; ;98;98; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ;1;2; ;1;1;3;2;1;1;2;2;2; ;2; ;01;2;06;68;1720,34600519428
4653283;1;3;2;2;1;4;6;1;5;4; ; ; ;150000; ;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;1;8;2; ;1;1;3;3;1;2;2;2;2; ;2; ;01;2;06;68;3825,33106947048
