DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4656382;1;3;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;174,347581247018
4656383;1;1;1;80;23;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;23;112,258234951343
4656383;1;2;1;80;23;1;4;7; ;2; ; ;5; ;2; ;2; ; ; ; ;2;1;06;23;112,258234951343
4656384;1;2;1;80;23;1;3;3; ;2; ; ;9; ;2; ;2; ;2; ;500000;2;1;06;23;167,783326275536
4656385;1;1;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;168,370784360621
4656385;1;2;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;168,370784360621
4656386;1;4;1;80;23;1;1;2; ;2; ; ;2; ;2; ;2; ;2; ;400000;2;1;06;23;191,156958478065
4656387;1;1;1;80;23;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;23;152,425154523134
4656389;1;1;1;80;23;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;23;163,897891452432
4656389;1;4;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;163,897891452432
4656390;1;1;1;80;23;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;23;128,058717685739
4656390;1;2;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;128,058717685739
4656391;1;6;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;400000;2;1;06;23;164,315414098582
4656393;1;3;1;80;23;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;23;161,449509469911
4656394;1;6;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;157,564074646807
4656395;1;2;1;80;23;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;23;203,630304269588
4656397;1;2;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;165,388389298924
4656398;1;2;1;80;23;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;23;165,388389298924
4656399;1;4;1;80;23;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;23;124,7387840823
4656400;1;7;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;136,287133246995
4656401;1;2;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;192,60816395671
4656401;1;3;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;192,60816395671
4656402;1;1;1;80;23;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;23;94,1558696878108
4656402;1;2;1;80;23;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;23;94,1558696878108
4656404;1;1;1;80;23;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;23;126,12482656226
4656405;1;7;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;164,315414098582
4656408;1;3;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;187,347135890358
4656409;1;2;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;216,018116026788
4656410;1;1;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;212,737474791196
4656411;1;2;1;80;23;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;23;147,127806589232
4656413;1;5;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;161,046807929484
4656414;1;1;1;80;23;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;23;212,171973571532
4656414;1;2;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;212,171973571532
4656414;1;3;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;212,171973571532
4656415;1;3;1;80;23;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;23;228,981350802579
4656415;1;4;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;228,981350802579
4656416;1;4;1;80;23;1;3;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;23;101,561915187431
4656417;1;3;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;144,280636831701
4656420;1;4;1;80;23;1;3;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;23;144,302593697122
4656422;1;1;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;100,698167793872
4656422;1;2;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;100,698167793872
4656422;1;4;1;80;23;1;3;6; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;06;23;100,698167793872
4656423;1;1;1;80;23;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;23;155,749459995583
4656424;1;2;1;80;23;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;23;137,974394401148
4656429;1;1;1;80;23;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;23;123,809873690055
4656429;1;3;1;80;23;1;4;7; ;2; ; ;8; ;2; ;2; ;2; ;500000;2;1;06;23;123,809873690055
4656431;1;1;1;80;23;1;3;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;23;157,732424255961
4656432;1;4;1;80;23;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;23;107,526705310825
4657076;1;3;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;224,759728031428
4657076;1;4;1;80;50;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;50;224,759728031428
4657078;1;3;1;80;50;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;50;285,206197935237
4657078;1;4;1;80;50;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;50;285,206197935237
4657079;1;3;1;80;50;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;50;282,653753589539
4657079;1;6;1;80;50;1;3;4; ;2; ; ;4; ;2; ;2; ;2; ;850000;2;1;06;50;282,653753589539
4657080;1;3;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;159,934268434726
4657081;1;2;1;80;50;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;50;297,541020618276
4657082;1;2;1;80;50;1;4;4; ;2; ; ;4; ;1; ;2; ;1;40;98;2;1;06;50;150,084875329264
4657082;1;4;1;80;50;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;50;150,084875329264
4657083;1;2;1;80;50;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;50;311,226293439918
4657084;1;1;1;80;50;2; ; ; ; ;1;4;6; ;2; ;2; ; ; ; ;2;1;06;50;177,756938646521
4657084;1;2;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;177,756938646521
4657085;1;1;1;80;50;1;4;5; ;2; ; ;8; ;3; ;2; ;2; ;98;3;1;06;50;128,73483263598
4657085;1;2;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;128,73483263598
4657085;1;4;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;128,73483263598
4657086;1;2;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;159,934268434726
4657087;1;4;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;160,87851908126
4657088;1;1;1;80;50;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;06;50;162,869671617784
4657088;1;3;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ;1;20;400000;2;1;06;50;162,869671617784
4657088;1;4;1;80;50;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;50;162,869671617784
4657088;1;5;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;162,869671617784
4657090;1;1;1;80;50;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;50;189,597484288507
4657096;1;3;1;80;50;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;50;306,852362569271
4657099;1;1;1;80;50;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;50;177,756938646521
4657099;1;2;1;80;50;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;50;177,756938646521
4657100;1;3;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;263,834748679132
4657101;1;1;1;80;50;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;50;193,027164512619
4657103;1;1;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;248,487844545229
4657103;2;2;2;80;50;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;50;248,487844545229
4657106;1;2;1;80;50;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;50;297,538475196176
4657106;1;6;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;297,538475196176
4657106;1;7;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;297,538475196176
4657106;1;9;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;297,538475196176
4657106;1;10;1;80;50;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;50;297,538475196176
4657107;1;3;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;158,326074735563
4657107;1;4;1;80;50;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;50;158,326074735563
4657107;1;5;1;80;50;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;50;158,326074735563
4657108;1;3;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;208,375585507222
4657108;1;4;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;208,375585507222
4657108;1;5;1;80;50;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;50;208,375585507222
4657109;1;1;1;80;50;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;50;248,39485680146
4657109;1;5;1;80;50;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;50;248,39485680146
4657110;1;1;1;80;50;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;50;186,665799439151
4657110;1;2;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;186,665799439151
4657110;1;4;1;80;50;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;50;186,665799439151
4657110;1;5;1;80;50;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;50;186,665799439151
4657110;1;6;1;80;50;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;50;186,665799439151
4657110;1;7;1;80;50;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;50;186,665799439151
4657112;1;2;1;80;50;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;50;246,012078467336
4657115;1;1;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;215,736678613385
4657115;1;3;1;80;50;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;50;215,736678613385
4657117;1;1;1;80;50;1;1;7; ;1; ;1;4; ;2; ;2; ;1;48;700000;2;1;06;50;174,71021725977
4657117;1;3;1;80;50;1;1;8; ;1; ;1;2; ;2; ;2; ;1;48;800000;2;1;06;50;174,71021725977
4657117;1;4;1;80;50;1;4;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;50;174,71021725977
4657118;1;2;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;339,120106820826
4657119;1;1;1;80;50;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;50;128,73483263598
4657119;1;5;1;80;50;1;4;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;50;128,73483263598
4657120;1;1;1;80;50;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;50;210,407641735438
4657120;1;3;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;210,407641735438
4657121;1;2;1;80;50;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;50;223,712826141439
4657121;1;3;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;223,712826141439
4657121;1;4;1;80;50;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;50;223,712826141439
4657122;1;2;1;80;50;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;50;297,541020618276
4657123;2;2;2;80;50;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;50;312,444378202181
4657124;1;2;1;80;50;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;50;203,896132971399
4657124;2;1;2;80;50;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;50;203,896132971399
4657125;1;1;1;80;50;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;50;233,78857398799
4657126;1;1;1;80;50;1;4;3; ;2; ; ;4; ;2; ;2; ;2; ;800000;2;1;06;50;189,597484288507
4657127;1;2;1;80;50;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;50;287,038539820952
4657127;1;4;1;80;50;1;2;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;50;287,038539820952
4657128;1;3;1;80;50;1;4;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;50;181,186618870634
4657131;1;1;1;80;50;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;50;128,73483263598
4657131;1;2;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;128,73483263598
4657131;1;3;1;80;50;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;50;128,73483263598
4657132;1;1;1;80;50;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;50;190,541734935041
4657134;1;3;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;219,819446529361
4657134;1;5;1;80;50;1;2;7; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;50;219,819446529361
4657134;1;6;1;80;50;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;50;219,819446529361
4657135;1;1;1;80;50;1;2;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;50;301,431529808634
4657144;1;4;1;80;50;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;50;246,012078467336
4657145;1;1;1;80;50;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;50;271,29881802837
4657145;1;5;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;271,29881802837
4657145;1;6;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;271,29881802837
4657145;1;7;1;80;50;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;50;271,29881802837
4657145;1;8;1;80;50;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;50;271,29881802837
4657146;1;2;1;80;50;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;50;347,878823922886
4657147;1;2;1;80;50;1;2;7; ;2; ; ;9; ;2; ;2; ;2; ;780000;2;1;06;50;279,062392292897
4657149;1;4;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;142,11159822293
4657150;1;2;1;80;50;2; ; ; ; ;1;2;1; ;2; ;2; ;1;40;900000;2;1;06;50;390,792928906533
4657150;1;3;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;390,792928906533
4657150;1;4;1;80;50;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;50;390,792928906533
4657150;1;5;1;80;50;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;50;390,792928906533
4657151;1;1;1;80;50;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;50;227,139635943831
4657151;1;2;1;80;50;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;50;227,139635943831
4657151;1;5;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;227,139635943831
4657152;1;1;1;80;50;1;2;3; ;2; ; ;8; ;2; ;2; ;1;40;500000;2;1;06;50;261,843596142608
4657153;1;11;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;477,219782484411
4657155;1;2;1;80;50;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;50;224,204232760773
4657156;1;3;1;80;50;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;50;210,366738043746
4657156;1;4;1;80;50;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;50;210,366738043746
4657160;1;2;1;80;50;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;50;276,288670182368
4657161;1;4;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;224,759728031428
4657163;1;2;1;80;50;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;50;304,861210032747
4657164;1;2;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;304,861210032747
4657167;1;2;1;80;50;1;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;50;297,541020618276
4657168;1;3;1;80;50;1;3;2; ;2; ; ;12;EMBARAZO;2; ;2; ; ; ; ;2;1;06;50;300,476423801335
4657168;1;4;1;80;50;1;3;3; ;2; ; ;4; ;2; ;2; ;1;20;900000;2;1;06;50;300,476423801335
4657169;1;2;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;243,076675284278
4657173;1;2;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;242,582398243224
4657173;1;3;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;242,582398243224
4657174;1;1;1;80;50;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;50;128,73483263598
4657174;1;2;1;80;50;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;50;128,73483263598
4657178;1;1;1;80;50;1;4;4; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;06;50;177,756938646521
4657178;1;2;1;80;50;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;50;177,756938646521
4657184;1;3;1;80;50;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;50;287,038539820952
4657188;1;1;1;80;50;1;1;3; ;1; ;1;9; ;2; ;2; ;1;20;741242;2;1;06;50;283,608859596839
4657188;1;2;1;80;50;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;50;283,608859596839
4657189;1;5;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;320,250534719042
4657190;1;1;1;80;50;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;50;177,756938646521
4657190;1;2;1;80;50;1;4;4; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;50;177,756938646521
4657191;1;1;1;80;50;1;4;1; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;50;231,659992171346
4657194;1;1;1;80;50;1;4;5; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;06;50;282,270794752178
4657219;1;3;1;80;52;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;52;259,016640129347
4657220;1;1;1;80;52;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;52;201,172134450471
4657222;1;1;1;80;52;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;52;116,126673720433
4657222;1;2;1;80;52;1;4;7; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;52;116,126673720433
4657222;1;4;1;80;52;1;1;8; ;2; ; ;2; ;2; ;2; ;1;40;740000;2;1;06;52;116,126673720433
4657223;1;1;1;80;52;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;52;129,320815215972
4657224;1;1;1;80;52;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;06;52;169,433207826041
4657225;1;3;1;80;52;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;52;136,66623998288
4657225;2;2;2;80;52;1;4;8; ;2; ; ;9; ;2; ;2; ;1;20;400000;2;1;06;52;136,66623998288
4657226;1;1;1;80;52;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;52;201,172134450471
4657228;1;6;1;80;52;1;1;2; ;2; ; ;2; ;2; ;2; ;2; ;200000;2;1;06;52;177,384701470642
4657228;1;7;1;80;52;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;52;177,384701470642
4657229;1;2;1;80;52;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;52;204,435231356064
4657234;1;3;1;80;52;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;52;259,314286855699
4657235;1;2;1;80;52;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;52;173,884709511649
4657236;1;1;1;80;52;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;52;225,185593120856
4657237;1;3;1;80;52;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;52;307,260936077497
4657238;1;1;1;80;52;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;52;173,884709511649
4657239;1;4;1;80;52;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;52;239,798475554173
4657240;1;2;1;80;52;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;52;131,710582326384
4657240;1;3;1;80;52;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;52;131,710582326384
4657240;1;4;1;80;52;1;1;6; ;2; ; ;8; ;2; ;2; ;2; ;750000;2;1;06;52;131,710582326384
4657243;1;2;1;80;52;1;1;9;CAMBIO DE LUGAR DE RESIDENCIA;1; ;1;5; ;2; ;2; ; ; ; ;2;1;06;52;286,664354768954
4657245;1;1;1;80;52;1;1;2; ;2; ; ;2; ;2; ;2; ;2; ;700000;2;1;06;52;197,296315833692
4657246;1;3;1;80;52;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;52;188,393312462476
4657248;1;1;1;80;52;1;4;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;52;171,822974936453
4657248;1;2;1;80;52;1;4;7; ;2; ; ;9; ;2; ;2; ;2; ;781242;2;1;06;52;171,822974936453
4657248;1;3;1;80;52;1;1;2; ;2; ; ;2; ;2; ;2; ;1;40;781242;2;1;06;52;171,822974936453
4657249;1;3;1;80;52;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;52;108,257240204433
4657250;1;3;1;80;52;1;1;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;52;199,686082944104
4657251;1;4;1;80;52;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;52;195,076584272895
4657251;1;6;1;80;52;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;52;195,076584272895
4657253;1;3;1;80;52;1;1;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;52;254,862785170091
4657253;1;4;1;80;52;1;3;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;52;254,862785170091
4657254;1;2;1;80;52;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;52;157,785775571964
4657255;1;1;1;80;52;1;2;2; ;2; ; ;2; ;2; ;2; ;1;48;781242;2;1;06;52;259,314286855699
4657255;1;4;1;80;52;1;3;2; ;2; ; ;2; ;2; ;2; ;1;48;300000;2;1;06;52;259,314286855699
4657257;1;3;1;80;52;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;52;232,957206758153
4657258;1;1;1;80;52;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;52;167,901010636423
4657259;1;1;1;80;52;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;52;163,512151925247
4657260;1;1;1;80;52;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;52;189,227055470043
4657261;1;2;1;80;52;1;4;7; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;52;108,257240204433
4657261;1;6;1;80;52;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;52;108,257240204433
4657261;1;7;1;80;52;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;52;108,257240204433
4657261;1;8;1;80;52;1;4;7; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;52;108,257240204433
4657262;1;3;1;80;52;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;52;232,957206758153
4657263;1;1;1;80;52;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;52;189,227055470043
4657264;1;2;1;80;52;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;2000000;2;1;06;52;280,831081059469
4657264;1;3;1;80;52;2; ; ; ; ;2; ; ;.;2; ;2; ;1;40;781242;2;1;06;52;280,831081059469
4657264;1;4;1;80;52;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;52;280,831081059469
4657264;1;5;1;80;52;2; ; ; ; ;2; ; ;.;2; ;2; ;1;20;400000;2;1;06;52;280,831081059469
4657265;1;2;1;80;52;2; ; ; ; ;1;1;4; ;2; ;2; ; ; ;400000;2;1;06;52;281,396919670609
4657266;1;3;1;80;52;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;52;232,957206758153
4657267;1;2;1;80;52;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;52;188,393312462476
4657267;1;3;1;80;52;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;52;188,393312462476
